0.9997245,-0.023470292,0.9999985,-0.001719371,-0.020451218,-0.013121777
0.9999358,-0.011329277,0.99917394,-0.040638402,0.13795651,-0.36711946
0.99959403,0.028492324,0.98998153,-0.14119682,0.24875222,-0.6188807
0.99660623,0.082316756,0.96208656,-0.27274424,0.27512336,-0.69519866
0.99126285,0.13190143,0.91840106,-0.3956507,0.21010812,-0.58167344
0.99069464,0.13610356,0.90767473,-0.41967446,-0.16818802,0.3214348
0.99769527,0.06785377,0.9601742,-0.2794021,-0.5017912,1.1469631
0.9996218,-0.027499592,0.998024,-0.06283364,-0.425441,1.0019168
0.9929495,-0.11853849,0.98626935,0.16514456,-0.46103495,1.2303158
0.97992545,-0.19936414,0.9189071,0.39447394,-0.33374795,1.1126455
0.97321415,-0.22990057,0.84715,0.5313538,0.02841882,0.41144726
0.97967577,-0.20058748,0.826053,0.5635924,0.26577997,-0.026554517
0.9930719,-0.11750797,0.8675836,0.4972914,0.55784684,-0.7345336
0.9999357,0.011340686,0.9495469,0.3136252,0.7034355,-1.2312793
0.9888477,0.14893034,0.9985974,0.05294584,0.6418019,-1.3610157
0.96460885,0.26368502,0.9733481,-0.22933285,0.49802047,-1.4135429
0.9480404,0.31814995,0.8990838,-0.43777663,0.05555326,-0.76380515
0.95547503,0.2950719,0.84705067,-0.53151214,-0.29516283,-0.29666302
0.97803926,0.20842084,0.84125483,-0.5406388,-0.58245736,0.17828342
0.9970855,0.07629176,0.87880075,-0.47718892,-0.72457606,0.528602
0.9968392,-0.07944561,0.9419931,-0.33563218,-0.7992062,0.9750426
0.97102493,-0.23897815,0.9953369,-0.09645976,-0.77983946,1.4156262
0.930424,-0.3664849,0.9812312,0.19283488,-0.5232485,1.4200246
0.90549576,-0.42435536,0.90240675,0.4308852,-0.08718415,1.0456978
0.91863614,-0.3951046,0.8263514,0.5631549,0.4051965,0.46274242
0.9638921,-0.2662932,0.8274186,0.56158566,0.9332985,-0.4664282
0.99935067,-0.036031425,0.92395025,0.38251263,1.3517625,-1.5125351
0.97288924,0.23127145,0.9981312,0.06110712,1.2775946,-1.6958135
0.9006465,0.43455255,0.9706026,-0.24068783,0.8333596,-1.2624707
0.85842437,0.5129401,0.9264583,-0.37639743,0.040085804,-0.13986337
0.89392656,0.44821346,0.9561717,-0.29280654,-0.7636766,1.0085727
0.9699322,0.2433753,0.99999976,-0.0006498484,-1.374939,1.875754
0.999007,-0.044553198,0.93146515,0.36383057,-1.4579753,1.7358043
0.9561695,-0.29281378,0.8147595,0.5797991,-1.0154005,0.6610671
0.8966969,-0.442645,0.7742249,0.63291067,-0.5675003,-0.015282706
0.875974,-0.48235828,0.8380341,0.5456178,0.12711138,-1.0572433
0.9118061,-0.41062102,0.95340884,0.3016812,0.65241116,-1.5996301
0.97052795,-0.2409886,0.9976399,-0.068663076,1.0964162,-2.0584247
0.9997684,-0.02152125,0.9057455,-0.42382202,1.0679344,-1.533963
0.98442125,0.17582619,0.7755019,-0.6313452,0.87235963,-0.8622282
0.9514905,0.30767798,0.72108376,-0.6928479,0.4601245,0.064481415
0.938455,0.34540161,0.7940383,-0.6078677,-0.07008938,1.0502154
0.9558166,0.29396367,0.9259155,-0.3777308,-0.45580316,1.5644999
0.983537,0.18070683,0.99857223,-0.05341813,-0.6745467,1.6966759
0.9998229,0.018819299,0.9476395,0.31934202,-0.90569806,1.9893352
0.9872547,-0.15914828,0.7640654,0.6451388,-0.83633924,1.6882553
0.9550507,-0.29644245,0.56150436,0.82747376,-0.54878914,1.004829
0.93928796,-0.3431299,0.5100525,0.8601433,0.06332036,-0.40005124
0.95938593,-0.28209686,0.66406435,0.7476754,0.572201,-1.4958471
0.9917732,-0.12800749,0.90045136,0.4349567,0.9711711,-2.3869395
0.99766386,0.06831429,0.9994124,-0.034275036,0.9337858,-2.3277087
0.9727818,0.2317231,0.8939849,-0.44809702,0.6721986,-1.8743734
0.94825095,0.3175218,0.7285459,-0.68499696,0.20258929,-0.98441184
0.9549974,0.2966142,0.6823716,-0.73100543,-0.41436,0.33162087
0.98249364,0.1862961,0.77159125,-0.6361187,-0.6998733,0.9437235
0.99944925,0.03318333,0.8964785,-0.44308725,-0.807294,1.3056744
0.9893952,-0.14524862,0.9920002,-0.12623619,-0.93809956,1.9379306
0.9488987,-0.31558087,0.9623511,0.27180955,-0.7637322,1.9775296
0.9129234,-0.40813097,0.8285753,0.55987763,-0.20487246,1.1568639
0.9259293,-0.37769678,0.76863027,0.6396933,0.5267623,-0.16196121
0.97360206,-0.22825204,0.84387374,0.53654176,1.0117619,-1.084275
0.9999153,0.013016103,0.96927524,0.24597876,1.3670384,-2.0121524
0.9621354,0.27257195,0.987598,-0.15700388,1.1955211,-1.928385
0.8872234,0.46134,0.87135595,-0.4906514,0.7902337,-1.5393173
0.83765066,0.54620636,0.7320911,-0.6812067,0.17341971,-0.7920544
0.8605233,0.5094111,0.7028632,-0.71132505,-0.5978508,0.37321427
